Key,name,value
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",Letter Agreement
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",Certificate of Compliance with Provisions of the Antitrust Procedures and Penalties Act
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",Motion and Memorandum of the United States in Support of Entry of Final Judgment
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",Modified [Proposed] Final Judgment
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",[Proposed] Final Judgment
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",Competitive Impact Statement
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",Stipulation
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",Certificate of Service
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",Letter Brief in Response to Court's Direction to the Parties to Brief the Sequence of Expert Witness Disclosure
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",Memorandum Opinion and Order
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",The United States' Memorandum in Support of Its Motion to Allow the Parties to Take Additional Depositions Pursuant to Local Rule 26.1(c) and Federal Rule of Civil Procedure 30(a)(2)(A)
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",The United States' Motion to Allow the Parties to Take Additional Depositions Pursuant to Local Rule 26.1(c) and Federal Rule of Civil Procedure 30(a)(2)(A) and [Proposed] Order
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",Memorandum of the United States in Opposition to Defendants' Motion to Dismiss
Case Documents:,"U.S. v. Daily Gazette Co. and MediaNews Group, Inc.",Complaint
Case Open Date:,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC","Thursday, April 24, 2003"
Case Name:,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC","United States and Commonwealth of Kentucky v. Dairy Farmers of America, Inc., and Southern Belle Dairy Co., LLC"
Case Type:,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Civil Merger
Case Violation:,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Horizontal Merger
Market:,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Fluid milk
Industry Code:,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Dairy Product (except Dried or Canned) Wholesalers
Component:,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Antitrust Division
Case Documents:,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Final Judgment
Case Documents:,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Status Report of Plaintiff United States on Compliance with the Antitrust Procedures and Penalties Act
Case Documents:,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Response of Plaintiff United States to Public Comments on the Proposed Final Judgment
Appendix: Public Comments on the Proposed Final Judgment,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Stipulation
Appendix: Public Comments on the Proposed Final Judgment,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",[Proposed] Final Judgment
Appendix: Public Comments on the Proposed Final Judgment,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Competitive Impact Statement
Appendix: Public Comments on the Proposed Final Judgment,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Reply Brief for the Appellants United States of America and Commonwealth of Kentucky
Appendix: Public Comments on the Proposed Final Judgment,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Brief for the Appellants United States of America and Commonwealth of Kentucky
Appendix: Public Comments on the Proposed Final Judgment,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Memorandum in Support of Partial Summary Judgment of DFA's Control Defense
Appendix: Public Comments on the Proposed Final Judgment,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Opinion and Order
Appendix: Public Comments on the Proposed Final Judgment,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Amended Complaint
Appendix: Public Comments on the Proposed Final Judgment,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Plaintiffs Motion for Leave to File Amended Complaint
Appendix: Public Comments on the Proposed Final Judgment,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Memorandum in Support of Plaintiffs Motion for Leave to File Amended Complaint
Appendix: Public Comments on the Proposed Final Judgment,"U.S. and Commonwealth of Kentucky v. Dairy Farmers of America, Inc. and Southern Belle Dairy Co., LLC",Complaint
Case Open Date:,U.S. v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co. Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries and Wilson Pharmaceutical Corp.,"Thursday, December 17, 1970"
Case Name:,U.S. v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co. Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries and Wilson Pharmaceutical Corp.,"United States v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co., Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries; and Wilson Pharmaceutical & Chemical Corp."
Case Type:,U.S. v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co. Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries and Wilson Pharmaceutical Corp.,Civil Non-Merger
Case Violation:,U.S. v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co. Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries and Wilson Pharmaceutical Corp.,"Customer, Territorial or Market Allocation - Horizontal"
Case Violation:,U.S. v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co. Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries and Wilson Pharmaceutical Corp.,"Restraint on Trade - Territorial, D.C."
Market:,U.S. v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co. Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries and Wilson Pharmaceutical Corp.,Rendering Purchasing
Industry Code:,U.S. v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co. Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries and Wilson Pharmaceutical Corp.,Meatpacking Plants
Component:,U.S. v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co. Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries and Wilson Pharmaceutical Corp.,Antitrust Division
Case Documents:,U.S. v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co. Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries and Wilson Pharmaceutical Corp.,Final Judgment
Case Documents:,U.S. v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co. Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries and Wilson Pharmaceutical Corp.,Stipulation
Case Documents:,U.S. v. Darling-Delaware Inc.; Herman Isacs Inc.; Lincoln Farm Products Corp.; The New Jersey Soap Company Inc.; Pinkas-Fischer & Co. Inc.; Quaker Soap Company Inc.; Rencoa Inc.; I. Schonwalter & Co. Inc.; The Standard Tallow Company; Swift & Company; The Theobald Industries and Wilson Pharmaceutical Corp.,Complaint
Case Open Date:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.","Friday, March 31, 2000"
Case Name:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.","United States v. Dairy Farmers of America, Inc., Société de Diffusion International Agro-Alimentaire Corp., and SODIAAL North American, Corp."
Case Type:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",Civil Merger
Case Violation:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",Horizontal Merger
Market:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.","BUTTER-BRANDED STICK-NY METRO AREA|BUTTER-BRANDED-WHIPPED-NY METRO AREA|BUTTER-BRANDED-WHIPPED-PHILADELPHIA, PA|Branded Whippend Butter"
Industry Code:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",Creamery Butter
Industry Code:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",Creamery Butter Manufacturing
Component:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",Antitrust Division
Case Documents:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",Final Judgment
Case Documents:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",Motion for Entry of Final Judgment
Case Documents:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",United States' Certificate of Compliance with the Provisions of the Antitrust Procedures and Penalties Act
Case Documents:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",United States' Explanation of Consent Decree Procedures
Case Documents:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",[Proposed] Final Judgment
Case Documents:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",Stipulation and Order
Case Documents:,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",Order
Joint Stipulation and Order: Interim Protective Order,"U.S. v. Dairy Farmers of America, Inc.; Société Internationale Agro-Alimentaire; and SODIAAL North America Corp.",Verified Complaint
Case Open Date:,"U.S. v. Danfoss Flensburg, GmbH","Tuesday, October 4, 2011"
Case Name:,"U.S. v. Danfoss Flensburg, GmbH",United States v. Danfoss Flensburg GmbH
Case Type:,"U.S. v. Danfoss Flensburg, GmbH",Criminal
Case Violation:,"U.S. v. Danfoss Flensburg, GmbH",Price Fixing - Horizontal
Market:,"U.S. v. Danfoss Flensburg, GmbH","Light commercial compressors, a type of refrigerant compressor used in devices such as water coolers and vending machine"
Industry Code:,"U.S. v. Danfoss Flensburg, GmbH",Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
Component:,"U.S. v. Danfoss Flensburg, GmbH",Antitrust Division
Case Documents:,"U.S. v. Danfoss Flensburg, GmbH",Plea Agreement
Case Documents:,"U.S. v. Danfoss Flensburg, GmbH",Information
Case Open Date:,"U.S. v. Danilow Pastry Co., Inc. et al.","Friday, June 4, 1982"
Case Name:,"U.S. v. Danilow Pastry Co., Inc. et al.","United States v. Danilow Pastry Co. Inc., Dan-San Pastry Shop, Inc., DBA Broadway Pastry Shop, Kremo Baking Co. Inc., R.K. Baking Corp., Acme Cake Co. Inc., Wens Cake Distributing Corp., Mrs. Mac's Baking Co. Inc., Temtee Donuts, Inc."
Case Type:,"U.S. v. Danilow Pastry Co., Inc. et al.",Civil Non-Merger
Case Violation:,"U.S. v. Danilow Pastry Co., Inc. et al.","Customer, Territorial or Market Allocation - Horizontal"
Case Violation:,"U.S. v. Danilow Pastry Co., Inc. et al.",Price Fixing - Horizontal
Industry Code:,"U.S. v. Danilow Pastry Co., Inc. et al.","Bread, Cake, and Related Products"
Industry Code:,"U.S. v. Danilow Pastry Co., Inc. et al.",Commercial Bakeries
Case Documents:,"U.S. v. Danilow Pastry Co., Inc. et al.",Final Judgment
Case Documents:,"U.S. v. Danilow Pastry Co., Inc. et al.",Competitive Impact Statement
Case Documents:,"U.S. v. Danilow Pastry Co., Inc. et al.",Complaint
Case Open Date:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,"Monday, April 3, 2017"
Case Name:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,United States v. Danone S.A. and The WhiteWave Foods Company
Case Type:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Civil Merger
Case Violation:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Horizontal Merger
Market:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Yogurt; Fluid Milk
Industry Code:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Fluid Milk Manufacturing
Component:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Antitrust Division
Case Documents:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Motion and Memorandum of the United States in Support of Entry of Final Judgment
Case Documents:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Final Judgment
Case Documents:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Certificate of Compliance with Provisions of the Antitrust Procedures and Penalties Act
Case Documents:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Competitive Impact Statement
Case Documents:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Proposed Final Judgment
Case Documents:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Hold Separate and Stipulation Order
Case Documents:,U.S. v. Danone S.A. and The WhiteWave Foods Co.,Complaint
Case Open Date:,U.S. v. Data Card Corp.,"Friday, August 22, 1986"
Case Name:,U.S. v. Data Card Corp.,United States v. Data Card Corp.
Case Type:,U.S. v. Data Card Corp.,Civil Merger
Case Violation:,U.S. v. Data Card Corp.,Horizontal Merger
Market:,U.S. v. Data Card Corp.,LOW-VOLUME EMBOSSERS
Industry Code:,U.S. v. Data Card Corp.,Office Machinery Manufacturing
Industry Code:,U.S. v. Data Card Corp.,"Office Machines, Typewriters, etc."
Component:,U.S. v. Data Card Corp.,Antitrust Division
Case Documents:,U.S. v. Data Card Corp.,Final Judgment
Case Open Date:,U.S. v. Data Card Corporation,"Friday, August 22, 1986"
Case Name:,U.S. v. Data Card Corporation,United States v. Data Card Corporation
Case Type:,U.S. v. Data Card Corporation,Civil Merger
Case Violation:,U.S. v. Data Card Corporation,Horizontal Merger
Industry Code:,U.S. v. Data Card Corporation,"Office Machines, Typewriters, etc."
Industry Code:,U.S. v. Data Card Corporation,Office Machinery Manufacturing
Case Documents:,U.S. v. Data Card Corporation,Final Judgment
Case Documents:,U.S. v. Data Card Corporation,Competitive Impact Statement
Case Documents:,U.S. v. Data Card Corporation,Complaint
Case Open Date:,U.S. v. Kevin A. Davis,"Friday, February 26, 2010"
Case Name:,U.S. v. Kevin A. Davis,United States v. Kevin A. Davis
Case Type:,U.S. v. Kevin A. Davis,Criminal
Case Violation:,U.S. v. Kevin A. Davis,18 U.S.C. Section 201(c)(1)(B)-Gratuity
Case Violation:,U.S. v. Kevin A. Davis,Criminal Forfeiture.
Market:,U.S. v. Kevin A. Davis,General warehousing and storage
Industry Code:,U.S. v. Kevin A. Davis,General Warehousing and Storage
Component:,U.S. v. Kevin A. Davis,Antitrust Division
Case Documents:,U.S. v. Kevin A. Davis,Information
Case Open Date:,"U.S. v. Davitt Felder, Inc. and Davitt Felder","Tuesday, April 16, 2002"
